@BaruchRr|[19.4116554, -99.1659012]|Sat Nov 20 23:59:16 +0000 2021|🍺#SaturdayBeer 🍻 - Drinking a Barbajan Saison by Barbaján Cerveza @ Yeccan  — https://t.co/XKnjQgJpqf
@IsaacOH25|[,]|Sat Nov 20 23:59:19 +0000 2021|@georgepc199 Snapchat ? O enterarte del chisme?
@AleSoto_Teatro|[,]|Sat Nov 20 23:59:32 +0000 2021|@rihanna @fentybeauty @Sephora @BootsUK @HarveyNichols https://t.co/hD17fK6V6K
@javieRaloud|[,]|Sat Nov 20 23:59:50 +0000 2021|Me la he pasado D+ me encanta aquí 🤩 https://t.co/Ll06gUizSd
@gerardosolisp|[,]|Sat Nov 20 23:59:54 +0000 2021|@DiegoEscarraman @SoyManuVega Dr, pase el contacto!!!
@joshsteers|[,]|Sun Nov 21 00:00:05 +0000 2021|thinking about how many less djs there would be if everyone still had to burn cds
@abravos|[,]|Sun Nov 21 00:00:11 +0000 2021|@ross_marz ¡Muchas felicidades!
@javieRaloud|[,]|Sun Nov 21 00:00:31 +0000 2021|Me la he pasado D+ en la #CDMX, me encanta aquí 🤩 https://t.co/ycTCuLUEQP
@vampec|[19.4576495, -99.06932537]|Sun Nov 21 00:00:35 +0000 2021|#Tranquilidad (@ Lago bosque de aragón) https://t.co/cA5MhEYe2u https://t.co/0ZR6DWoMZ8
@Irv16|[,]|Sun Nov 21 00:00:36 +0000 2021|@callmeelefra_Al Chi.
@unacartaroja|[,]|Sun Nov 21 00:00:41 +0000 2021|@bearbbq42 Te digo que hacía falta mi presencia para desembrujar.
@ElFede_Alassia|[,]|Sun Nov 21 00:00:53 +0000 2021|@Troll_DeP @juanmasanch1 Arresteme pronto 🎵🎶
@henryeric_ideas|[,]|Sun Nov 21 00:00:55 +0000 2021|El próximo #sábado en @aeromotomx con Ileana Diéguez y @Donovan97332328 conversaré sobre mi nuevo libro de artista… https://t.co/3kWZOlYBWC
@Irv16|[,]|Sun Nov 21 00:01:05 +0000 2021|@leaving1_ @Funny_MXXX Yo veo vellos 🤤
@magigliter|[,]|Sun Nov 21 00:01:13 +0000 2021|Puede que hoy no lo veas…pero todo pasa! La tristeza pasa, la felicidad pasa,  así que vívelo como lo que es; un mo… https://t.co/joyevGzP1f
@lalopiojolopez7|[,]|Sun Nov 21 00:01:18 +0000 2021|Creo que si tuvo razón mi amigo cuando estábamos en Morelos y me dijo que todo el tiempo me la paso viendo cosas de… https://t.co/KFVcR1G26i
@Cesar79925727|[,]|Sun Nov 21 00:01:20 +0000 2021|@TERESADINAMICAS https://t.co/mzZYhOPw1U
@moni_vc1|[,]|Sun Nov 21 00:01:23 +0000 2021|@Monchi21 @jessyan407 al entregar la tesis 🤣
@Abelardo_Camp|[,]|Sun Nov 21 00:01:32 +0000 2021|@El_Universal_Mx Es correcto!!! POR ESO NO PODEMOS ESPERAR NADA ABSOLUTAMENTE NADA DE LA T4
@atonishingx27|[,]|Sun Nov 21 00:01:38 +0000 2021|@gach_9 🤤
@laengordadera|[,]|Sun Nov 21 00:01:50 +0000 2021|https://t.co/MAvMTED5rC
@StexR3296|[,]|Sun Nov 21 00:01:55 +0000 2021|Maneras elegantes de mandar a chingar a su madre a quien ya se quiere ir 🤗
@Brave_Nav|[,]|Sun Nov 21 00:01:55 +0000 2021|Podría haber sido la peor versión de mí y ni así la habrías merecido...🔥 -Narcisista de mierda.- https://t.co/mlODKKiqk1
@xomarafvs|[,]|Sun Nov 21 00:01:59 +0000 2021|Un día como hoy pero 1910 fue el día en que me México inició su revolucion para simentar la base de las libertades… https://t.co/tUR4G9puzZ
@neo_nipple|[19.48316484, -99.13322851]|Sun Nov 21 00:02:12 +0000 2021|I'm at Skyzone Lindavista in Ciudad de México https://t.co/rYt4GwoJnJ
@kevblabla|[,]|Sun Nov 21 00:02:15 +0000 2021|Qué bonito cuando tu dealer te da el piloncillo con tu pedido; Es cómo mi carnal y ni siquiera me se su nombre 😂
@mamiveneno666|[,]|Sun Nov 21 00:02:25 +0000 2021|Dios mio ocupo un hombre asi
@MiLado_S_|[,]|Sun Nov 21 00:02:26 +0000 2021|Y que eliminan un video por sexo explícito.... solo es un relato 😏🤦🏻‍♀️🤤 #MiLado_S_ #TikTok18x #relatoseróticos
@IsaacOH25|[,]|Sun Nov 21 00:02:46 +0000 2021|Cuál me recomiendan escuchar primero? El nuevo del Alemán o el Algorithm de Snoop Dogg??
@DaveAletz|[,]|Sun Nov 21 00:02:50 +0000 2021|@convoynetwork No es mushasho ni mushasha… es un binario
@zolzh|[,]|Sun Nov 21 00:03:03 +0000 2021|@Jardiel @botDesaparecidx 🙏🏼
@mamiveneno666|[,]|Sun Nov 21 00:03:09 +0000 2021|Ocupo
@ma_de_la_lu|[,]|Sun Nov 21 00:03:10 +0000 2021|Provechito https://t.co/ouDVfiEOIN
@marcerivasj|[,]|Sun Nov 21 00:03:15 +0000 2021|Claro que sí ❤️‍🔥 #streetart https://t.co/qg5wSjXWVS
@enriquerguez|[,]|Sun Nov 21 00:03:21 +0000 2021|@Loca_Suelta46 Hermosos ojos 😍😍
@capocristof3|[,]|Sun Nov 21 00:03:35 +0000 2021|@Spankee_sw Quiero
@capocristof3|[,]|Sun Nov 21 00:03:47 +0000 2021|@Spankee_sw Uff
@laengordadera|[,]|Sun Nov 21 00:04:00 +0000 2021|El antes y después de las papas ala francesa también disponibles en la Engordadera https://t.co/Qv1klKV3Xi
@yoh19h|[,]|Sun Nov 21 00:04:08 +0000 2021|@ilovesk_2021 https://t.co/Nr6noAFIW4
@ricardorubiot|[,]|Sun Nov 21 00:04:31 +0000 2021|¡Es increíble! se cayeron piedras 🪨  del segundo piso del periférico poniendo en peligro incluso la vida e ignoraro… https://t.co/dDKxLTm6ea
@ma_de_la_lu|[,]|Sun Nov 21 00:04:33 +0000 2021|Buenas tardes
@xomarafvs|[,]|Sun Nov 21 00:04:35 +0000 2021|Felipe angeles y Álvaro Obregón fueron claves para el derrocamiento de Porfirio Díaz
@odontozzcar|[,]|Sun Nov 21 00:04:54 +0000 2021|#WeLoveXtina #SomosNada
@Antonio12827431|[,]|Sun Nov 21 00:05:59 +0000 2021|Por favor ayúdenos es mi sobrina celos agradeceremos https://t.co/V4CKZImMdI
@MontserrathMoRa|[,]|Sun Nov 21 00:06:09 +0000 2021|@EduardoFloMa1 Esta súper bien! A veces olvidamos lo importante que es nuestro cuerpo. Saludos y a seguir cuidándose. Excelente día 👍🏼
@Ivyslash|[19.40456416, -99.0920886]|Sun Nov 21 00:06:21 +0000 2021|I'm at Autódromo Hermanos Rodríguez - @autodromohr for Individual General Sábado Corona Capital 2021 in Iztacalco,… https://t.co/jlasgUT6qK
@ingemperalta|[19.4326, -99.1332]|Sun Nov 21 00:06:31 +0000 2021|Acaba de publicar un video en Mexico City, Mexico https://t.co/3sa62rmDvN
@xomarafvs|[,]|Sun Nov 21 00:06:31 +0000 2021|Tal día como 12 de diciembre se festeja el aniversario de la virgen de Guadalupe para reafirmar las creencias de mu… https://t.co/HMauFgTmiR
@LopezMats|[,]|Sun Nov 21 00:07:00 +0000 2021|@MaryCar22994836 Jajajajajajaja 🤣 😂 🤣 😂 🤣 😂 🤣 😂 🤣 😂 Eso estuvo chido.
@Jb1Milton|[,]|Sun Nov 21 00:07:07 +0000 2021|@celestemicolor Salucita 🍻🍻
@ConSaudade|[,]|Sun Nov 21 00:07:35 +0000 2021|@RicardoRivasH 🙁
@ebonalesb|[,]|Sun Nov 21 00:07:39 +0000 2021|Amo el rap de estos tiempos, Kendrick, Drake, Travis $cott, pero escucho a 2pac y esta a años luz de todos, es cele… https://t.co/JM7dmtA1wS
@pm_juanpipermar|[,]|Sun Nov 21 00:07:41 +0000 2021|https://t.co/qIwhtZVuHg
@KmMarasigan|[,]|Sun Nov 21 00:07:44 +0000 2021|wooaaaaah 🥰🥰🥰😇😇😇 thank you Lord🇲🇽❤️ https://t.co/XE3ctpKBTs
@DannaLv_|[,]|Sun Nov 21 00:07:48 +0000 2021|@eduardo_olivier Se quedó con un miembro de la familia… con quien me distancié.
@Jb1Milton|[,]|Sun Nov 21 00:07:48 +0000 2021|@celestemicolor Buenas noches...  Que tus sueños sean multicolores
@Luis_Pine|[,]|Sun Nov 21 00:07:57 +0000 2021|Sabadabado de weva, solo corte de cabello de los niños, que mañana tenemos cita con el New Baby 😍  #Kchorro https://t.co/9GF2ms5l55
@NabilaBurr|[,]|Sun Nov 21 00:08:13 +0000 2021|Más vale que estes regrabando 1989 y que esto sea un Easter egg hdlch
@mel_guzman1|[,]|Sun Nov 21 00:08:29 +0000 2021|Para estrenar mañana jersey azul marino talla XL...$$  Entregas personales en #Cdmx y envíos foráneos 🇸🇪🇸🇪 https://t.co/73Ng94jbIW
@Luciorm|[,]|Sun Nov 21 00:08:40 +0000 2021|Ignacio R Morales Lechuga  El secuestro de integrantes de las fuerzas armadas por parte de la hija de un narcotrafi… https://t.co/CE90hQWqmk
@Luis_Pine|[,]|Sun Nov 21 00:08:42 +0000 2021|Parecerá de broma….
@xomarafvs|[,]|Sun Nov 21 00:08:44 +0000 2021|Entre su brazos llave la cuna de nuestro país ya que fue el estandarte con el que don Miguel Hidalgo se levantó en… https://t.co/TP2aNcnFPR
@katarinasacht|[19.4326, -99.1332]|Sun Nov 21 00:09:00 +0000 2021|Ahora sí, me vestí y salí! 😎Y con la mejor compañía! @yojah ❤️@susanatorres en Mexico City, Mexico https://t.co/nFhnT81UJ5
@fedezoovet1|[,]|Sun Nov 21 00:09:15 +0000 2021|@jamonarosas Leia.....mishi enojona. https://t.co/m2ZwAMouQI
@andyhn09|[,]|Sun Nov 21 00:09:38 +0000 2021|@FerVilchisMx buenas tardes por décima ves solicitó apoyo para quitar puesto que invade la banqueta, el peatón es p… https://t.co/QlxBFHdWMX
@AdnHTorres1|[,]|Sun Nov 21 00:09:41 +0000 2021|Día Difícil Nuevas metas Excelentes recompensas https://t.co/qLaKOG17hJ
@SAAVEDRA2814|[,]|Sun Nov 21 00:09:43 +0000 2021|@chavodeltoro @lasillarota @elpaismexico La portada correcta https://t.co/4da7UaNWKl
@Rod_lopez|[,]|Sun Nov 21 00:09:51 +0000 2021|Su último gol como profesional.  gracias por todo @aguerosergiokun https://t.co/lkvHvpS7lC
@LuisMiguelGlve4|[,]|Sun Nov 21 00:10:06 +0000 2021|@DavYCar1 Yo anduve por tex
@wcpantitlan|[,]|Sun Nov 21 00:10:08 +0000 2021|Continuamos en servicio chicos
@DeDeberas|[,]|Sun Nov 21 00:10:08 +0000 2021|Tatuaje Vivo-El Cadáver de una flor https://t.co/Wy95OmFcf2
@lautokya|[,]|Sun Nov 21 00:10:27 +0000 2021|Si amas a alguien, lo proteges. Eternals!
@nadyuzk|[,]|Sun Nov 21 00:10:32 +0000 2021|@AlasdeCatarinas Pinché gente
@Graupix|[,]|Sun Nov 21 00:10:33 +0000 2021|14 medios de transporte curiosos en los que he viajado: https://t.co/QSIh3daDc8 @ZighyBay @FSThailand… https://t.co/ZPxSs7oLWj
@nadyuzk|[,]|Sun Nov 21 00:10:50 +0000 2021|@AlasdeCatarinas Yo@hoy a todos menos a la gente que quiero
@nadyuzk|[,]|Sun Nov 21 00:11:01 +0000 2021|@kuchicevichi Jjajjja si eres
@elmaugarcia|[,]|Sun Nov 21 00:11:09 +0000 2021|@jamonarosas @joseSps ¿Cómo los noto? Si el solo usa ECOBICI https://t.co/gh7u468yHj
@nadyuzk|[,]|Sun Nov 21 00:11:12 +0000 2021|@BlackTrucha ☹️
@fedezoovet1|[,]|Sun Nov 21 00:11:22 +0000 2021|@jamonarosas Luke https://t.co/0Nx3ugCIIn
@elandrescanalla|[,]|Sun Nov 21 00:11:26 +0000 2021|“En México se asocian por amor o por desprecio”.
@NabilaBurr|[,]|Sun Nov 21 00:11:35 +0000 2021|Me acabo de hacer un pedicure bien fregón que les juro ni la Trini me deja así las patas alch.
@JoseRicardoAre5|[19.4136, -99.0331]|Sun Nov 21 00:11:41 +0000 2021|Acaba de publicar un video en Nezahualcóyotl, Mexico https://t.co/kUzQeTCoxJ
@El_BichoPadilla|[,]|Sun Nov 21 00:12:08 +0000 2021|¿@danielenciso ya listo para ver a tus #Chivas ?  🇲🇽🇲🇽⚽⚽🥅🥅
@SAAVEDRA2814|[,]|Sun Nov 21 00:12:21 +0000 2021|@JPAlvarezGuedea La realidad https://t.co/oWwTQz2iRr
@moriyas_sk8|[20.156999, -98.189758]|Sun Nov 21 00:12:27 +0000 2021|I'm at Cabañas Agua Morada in Acaxochitlán, Hidalgo https://t.co/ygAoxmd553 https://t.co/q9rDyOmlD7
@borja_merol|[19.4326, -99.1332]|Sun Nov 21 00:12:37 +0000 2021|Acaba de publicar una foto en Mexico City, Mexico https://t.co/riVzAVr0j5
@Oscar_Urbina18|[19.4326, -99.1332]|Sun Nov 21 00:12:41 +0000 2021|#GQMOTY @gq @taylorzakharperez 😍😍😍 en Mexico City, Mexico https://t.co/IoyqxYFMAZ
@Luciorm|[,]|Sun Nov 21 00:13:04 +0000 2021|Emeequis  #ÚLTIMAHORA Estas son las cifras #COVID19 en México:  • 3,862,137 casos (3,306 más que ayer)  • 292,372 d… https://t.co/4vTq8QLRDn
@Oscar_Urbina18|[19.4326, -99.1332]|Sun Nov 21 00:13:20 +0000 2021|#GQMOTY @gq @taylorzakharperez 😍😍😍 en Mexico City, Mexico https://t.co/dDyEpBWfsP
@iStanGM|[,]|Sun Nov 21 00:13:22 +0000 2021|Me dice un compa: "¿Quieres un cuadro, amigo?" Yo: "No, amigo, gracias. Ya me dí uno en la mañana... Un cuadrito de… https://t.co/gFl7uakGXd
@Oscar_Urbina18|[19.4326, -99.1332]|Sun Nov 21 00:13:57 +0000 2021|#GQMOTY @gq @taylorzakharperez 😍😍😍 en Mexico City, Mexico https://t.co/Dm2udPGwMo
@Mr_Cuervox|[,]|Sun Nov 21 00:13:58 +0000 2021|@zeroteck22 Si quiero 😍
@cabrones_hot|[,]|Sun Nov 21 00:14:10 +0000 2021|♨️@PoppersCDMX_Pp♨️ ⚜️@ErosSexBoutique⚜️ ☎️55 3407 0859🏡🚐💵💳💻 #empoperate #poppers_cdmx #popper #Poppers… https://t.co/KpanUuAqUk
@ElQuiquin_|[,]|Sun Nov 21 00:19:41 +0000 2021|@luiscarrujos @ClaudioXGG Que pague los impuestos que debe y listo
@javieRaloud|[,]|Sun Nov 21 00:19:42 +0000 2021|Finalmente con esta maravilla 🤩 #PokemonBrilliantDiamond https://t.co/te98bY8v0C
@eduMtz|[19.42006387, -99.16667282]|Sun Nov 21 00:19:44 +0000 2021|I'm at La Zaranda Miravalle - @lazarandadf in Mexico City, DF, Ciudad de México https://t.co/MH8qjvlQbZ
@Anitititititaa|[,]|Sun Nov 21 00:19:47 +0000 2021|Mi ansiedad y yo les dejamos esta bonita postal. https://t.co/yI9mvOQHyb
@heatsk8|[,]|Sun Nov 21 00:19:54 +0000 2021|Work 🐎🎥👌🏼 #quintalaquerencia https://t.co/FjqRoCVDaz
@betoherreraR72|[,]|Sun Nov 21 00:20:00 +0000 2021|@TioCommander  salud ya inicie comandante bank , espero su constancia de inicio https://t.co/zfSp6Fw1fb
@Cristina_Coach|[,]|Sun Nov 21 00:20:11 +0000 2021|@XochitlGalvez @Reforma #AhoritaNoGracias
@IvnMagnum1|[,]|Sun Nov 21 00:20:18 +0000 2021|Great job of @AnalOnly_com 👊🏼🤘🏼 with the wonderful @LillyJamesxxx 🍑 Full content 📸👉🏼 https://t.co/Z2Da0nTfMf #Porn… https://t.co/z8Jj2bTgv3
@alexmelon|[,]|Sun Nov 21 00:20:21 +0000 2021|Primer día del #CoronqCapital2021 @coronaCapital https://t.co/qymKZ81uXE
@nalgonamex|[,]|Sun Nov 21 00:20:28 +0000 2021|Me veo perversa verdad 😍😍 https://t.co/xOfbzCXJT2
@jadesolsol|[,]|Sun Nov 21 00:20:38 +0000 2021|@Nunvarov @HectorRossete No, no, noooo, nadie es responsable de lo que re suceda y menos con dos años Pandemia, el… https://t.co/7H5DAseMhI
@SHINYSICK|[,]|Sun Nov 21 00:20:51 +0000 2021|@danikyo_ Que tiene que ver el ayuwoki en esto ?
@arcegama|[,]|Sun Nov 21 00:20:54 +0000 2021|@pasotti_ @elpaissemanal @anahop El problema no es la foto el problema es que se pago con dinero sangriento APORTAC… https://t.co/RpReYsqmDW
@profstrych9|[,]|Sun Nov 21 00:20:55 +0000 2021|@Midoryhappy
@gestosierra|[,]|Sun Nov 21 00:21:02 +0000 2021|Quiero echarme un Resident Evil remake esta noche sin freno. Quién jala? 👀
@Salvatierra|[,]|Sun Nov 21 00:21:17 +0000 2021|@drmonty308 Está en el video y no pusiste atención.
@ebonalesb|[,]|Sun Nov 21 00:21:29 +0000 2021|@dopaminaAVT Jajajajaja es que ni de bolillos ni de tortillas, la rodisha ya no da para más 🤣
@xel_science|[,]|Sun Nov 21 00:21:44 +0000 2021|Y para la lectura del doctorado Un rico whisky https://t.co/8u8xpy3F9Q
@MecosDr|[,]|Sun Nov 21 00:22:38 +0000 2021|Mientras mi ex se casa yo ando dando reanimación CP… y quien me reanima a mi ? (#nocierto)
@agustin_re5|[,]|Sun Nov 21 00:22:44 +0000 2021|@Claudiashein Y el parque lineal de periférico que está a 5 minutos de el parque Cuitláhuac el cual tuvo una invers… https://t.co/5JT3YnUlfS
@cokymendoza|[,]|Sun Nov 21 00:22:50 +0000 2021|@gus_1954 @jguaido @LuisTrincado @MariMagallanesC No lo hará.... @VoluntadPopular participa y tiene CANDIDATOS para… https://t.co/7EweiGs9Vf
@RavenGothicloz|[,]|Sun Nov 21 00:23:09 +0000 2021|“Drácula” y el aporte de los patógenos a la cultura - Infobae https://t.co/XKiaitqvZn
@inda_57|[,]|Sun Nov 21 00:23:32 +0000 2021|Que flojera irme a Santuario 🥲
@mitzimarroquin|[,]|Sun Nov 21 00:23:37 +0000 2021|Con un crack, excelente partido. 🤩💪 @MasciarelliR #VamosAmérica https://t.co/cZmpZBOzgz
@elblogdemion|[19.4326, -99.1332]|Sun Nov 21 00:23:39 +0000 2021|Acaba de publicar una foto en Mexico City, Mexico https://t.co/fwMILhMBZg
@atonishingx27|[,]|Sun Nov 21 00:23:41 +0000 2021|@rudygram_xxx @MichaelLucasNYC @LucasEnt 🤤🤤🤤
@IvnMagnum1|[,]|Sun Nov 21 00:23:52 +0000 2021|@AnalOnly_com @LillyJamesxxx 🔛🔥➡️ https://t.co/Z2Da0nTfMf 🎬💣🔞 https://t.co/T2kpFTQ1Td
@LucioHe42183806|[,]|Sun Nov 21 00:24:23 +0000 2021|@SophieYunes Mi corazón hermos https://t.co/IexahLvk2L
@ebonalesb|[,]|Sun Nov 21 00:24:45 +0000 2021|@NBALatam @OrlandoMagic En estos 2 https://t.co/6cqpko6Nl5
@pachas14|[,]|Sun Nov 21 00:24:50 +0000 2021|VÍSPERAS DE LA SOLEMNIDAD DE CRISTO, REY DEL UNIVERSO "Yo soy el Alpha y la Omega, el Principio y el Fin de todas l… https://t.co/dZJpw6w2BP
@TitoMaan_4|[,]|Sun Nov 21 00:25:02 +0000 2021|Creo que porfin este será un fin de semana relax después de unos meses...
@enriquerguez|[,]|Sun Nov 21 00:25:16 +0000 2021|@irma_pintos Hermosisima toda tu 😍👏👏👏👏👏🌷
@emm24gp|[,]|Sun Nov 21 00:25:23 +0000 2021|#CoronaCapital2021 https://t.co/ZnNAjJymgq
@Tiqfun|[,]|Sun Nov 21 00:25:25 +0000 2021|#CC2021: @CoronaCapital 2021.  Así se vivió la presentación de @ElliotMossMusic.   https://t.co/p4NBR8Y4MF
